
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
;;;;;;;;;;;;;;;;;;;
;;21;21;;;;;;;;;;;;;;;;
Нижняя Омра;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;59;59;;;;;;;;;;;;;;;;
Покча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;93;93;;;;;;;;;;;;;;;;
Усть-Илыч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;127;127;;;;;;;;;;;;;;;;
Якша;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2076;2076;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;20898;20898;;;;;;;;;;;;;;;;
Благоево;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;38;374;;;;;;;;;;;;;;;;
Междуреченск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;8;;;;;;;;;;;;;;;;
Усогорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;245;269;;;;;;;;;;;;;;;;
Буткан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;87;102;;;;;;;;;;;;;;;;
Важгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;47;181;;;;;;;;;;;;;;;;
Вожский;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;40;40;;;;;;;;;;;;;;;;
Глотово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;99;501;;;;;;;;;;;;;;;;
Ёдва;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;46;46;;;;;;;;;;;;;;;;
Ёртом (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;127;587;;;;;;;;;;;;;;;;
Кослан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;99;329;;;;;;;;;;;;;;;;
Большая Пучкома;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;101;535;;;;;;;;;;;;;;;;
Большая Пысса;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;106;271;;;;;;;;;;;;;;;;
Чернутьево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;100;520;;;;;;;;;;;;;;;;
Чим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;13;13;;;;;;;;;;;;;;;;
Чупрово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;143;593;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;17618;17618;;;;;;;;;;;;;;;;
Микунь;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;350;350;;;;;;;;;;;;;;;;
Айкино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;100,1;100,1;;;;;;;;;;;;;;;;
Вежайка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;0,4;0,4;;;;;;;;;;;;;;;;
Гам;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;336;336;;;;;;;;;;;;;;;;
Донаёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;95,3;95,3;;;;;;;;;;;;;;;;
Илья-Шор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;25,1;25,1;;;;;;;;;;;;;;;;
Кожмудор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;382;382;;;;;;;;;;;;;;;;
Мадмас;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;46;46;;;;;;;;;;;;;;;;
Межег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;63,8;63,8;;;;;;;;;;;;;;;;
Студенец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;208;208;;;;;;;;;;;;;;;;
Усть-Вымь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;261;261;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;37980;37980;;;;;;;;;;;;;;;;
Аныб (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2696;2696;;;;;;;;;;;;;;;;
Вольдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;640;640;;;;;;;;;;;;;;;;
Нижний Воч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2882;2882;;;;;;;;;;;;;;;;
Диасёръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;502;502;;;;;;;;;;;;;;;;
Деревянск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2931;2931;;;;;;;;;;;;;;;;
Дзёль (до 1 января 2020 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;672;672;;;;;;;;;;;;;;;;
Дон;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2852;2852;;;;;;;;;;;;;;;;
Кебанъёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;567;567;;;;;;;;;;;;;;;;
Керчомъя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1739;1739;;;;;;;;;;;;;;;;
Кужба;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1593;1593;;;;;;;;;;;;;;;;
Мыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3156;3156;;;;;;;;;;;;;;;;
Носим (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;872;872;;;;;;;;;;;;;;;;
Крутоборка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1820;1820;;;;;;;;;;;;;;;;
Парч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;376;376;;;;;;;;;;;;;;;;
Пожег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;599;599;;;;;;;;;;;;;;;;
Помоздино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;811;811;;;;;;;;;;;;;;;;
Зимстан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1093;1093;;;;;;;;;;;;;;;;
Руч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5605;5605;;;;;;;;;;;;;;;;
Тимшер;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;502;502;;;;;;;;;;;;;;;;
Усть-Кулом;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4170;4170;;;;;;;;;;;;;;;;
Усть-Нем;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;613;613;;;;;;;;;;;;;;;;
Югыдъяг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1182;1182;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;44097;42510;;;;;;;;;;;;;;;;
Среднее Бугаево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3798;3798;;;;;;;;;;;;;;;;
Ёрмица;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5008;5008;;;;;;;;;;;;;;;;
Коровий Ручей;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1708;1708;;;;;;;;;;;;;;;;
Нерица;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1196;1196;;;;;;;;;;;;;;;;
Новый Бор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7134;7134;;;;;;;;;;;;;;;;
Окунев Нос;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2469;2469;;;;;;;;;;;;;;;;
Замежная;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6398;6398;;;;;;;;;;;;;;;;
Уег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;2485;2485;;;;;;;;;;;;;;;;
Усть-Цильма;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6692;6692;;;;;;;;;;;;;;;;
Хабариха;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;1484;1484;;;;;;;;;;;;;;;;
Трусово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4138;4138;;;;;;;;;;;;;;;;
Городские округа Республики Коми;;;;;;;;;;;;;;;;;;;
Сыктывкар;;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8234;8194;;;;;;;;;;;;;;;;
Воркута (до 1 января 2025 года);;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9614;9614;;;;;;;;;;;;;;;;
Инта (до 1 января 2025 года);;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10743;10743;;;;;;;;;;;;;;;;
Усинск (до 1 января 2024 года);;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;50026;49999;;;;;;;;;;;;;;;;
Ухта (до 1 марта 2024 года);;;;;;;;;;;;;;;;;;;
Городской округ, городской округ с внутригородским делением;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;17221;17221;;;;;;;;;;;;;;;;
Общая протяженность улиц, проездов, набережных (на конец года), километр;;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Муниципальный район Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;117,4;117,4;127,4;127,4;127,4;;;;34,1;54;;;;;;;;
Вуктыл (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;54;54;54;54;54;;;;30,61;17,1;;;;;;;;
Дутово (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;29,3;29,3;29,3;29,3;29,3;;;;;19,8;;;;;;;;
Лемтыбож (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,8;6,8;16,8;16,8;16,8;;;;2,5;2,6;;;;;;;;
Подчерье (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15,3;15,3;15,3;15,3;15,3;;;;;9,4;;;;;;;;
Усть-Соплеск (до 1 января 2017 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12;12;12;12;12;;;;;4,8;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;;
Муниципальный район Ижемский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;306,34;312,34;312,34;313,55;321,57;;;;224,88;234,3;231,6;231,6;234,5;239,2;239,2;241,9;263;
Брыкаланск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;60;60;60;60;60;;;;12;12;12,2;12,2;12;12;12;12;12;
Ижма;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;33,59;33,59;33,59;34,8;35,02;;;;35;35;35;35;35;35;35;37,7;37,7;
Том;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;21;21;21;21;21;;;;17,2;17,2;18,9;18,9;18,9;17,2;17,2;17,2;17,2;
Кельчиюр;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15,7;15,7;15,7;15,7;18;;;;;22,2;22,2;22,2;22,2;22,2;22,2;22,2;24,2;
Кипиево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11;11;11;11;18;;;;16;16;16;16;16;16;16;16;16;
Краснобор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;18,5;18,5;18,5;18,5;15,2;;;;23,93;23,93;23,9;23,9;23,9;23,9;23,9;23,9;32;
Мохча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;49;49;49;49;49;;;;;35;25,4;25,5;25,5;35;35;35;35;
Няшабож;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12,5;14;14;14;14;;;;6,5;6,5;6,5;6,5;6,5;6,5;6,5;6,5;8;
Сизябск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;48,35;48,35;48,35;48,35;48,35;;;;23,85;23,85;28,7;28,7;23,8;28,7;28,7;28,7;38,2;
Щельяюр;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;36,7;41,2;41,2;41,2;43;;;;42,7;42,7;42,7;42,7;42,7;42,7;42,7;42,7;42,7;
Муниципальный район Княжпогостский;;;;;;;;;;;;;;;;;;;
Муниципальный район Княжпогостский (до 1 января 2025 года);;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;62;188,6;193,81;206,5;206,5;;;;70,5;70,5;70,5;82;195,1;195,1;195,1;195,1;195,1;
Емва;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;49,8;49,8;50;49,8;49,8;;;;;;;;70;70;70;70;70;
Синдор;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;31;31;31;31;31;;;;;6,7;6,7;6,1;12;12;12;12;12;
Ветью (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;6,1;6,1;6,1;4,6;4,6;;;;;;;;;;;;;
Вожаёль (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;16,8;16,8;16,8;16,8;16,8;;;;;;;;;;;;;
Иоссер;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12,3;12,3;12,3;12,3;12,3;;;;;18,5;18,5;18,5;18,5;18,5;18,5;18,5;18,5;
Княжпогост (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5;5;5;5;5;;;;;;;;;;;;;
Мещура;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;5,3;5,3;5,3;22,6;5,3;;;;22,6;22,6;22,6;22,6;22,6;22,6;22,6;22,6;22,6;
Серёгово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;15;15;15;;;;;;;;23;23;23;23;23;
Тракт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15,44;15,44;15,44;15,44;15,44;;;;;;;34,8;34,8;34,8;34,8;34,8;34,8;
Туръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10;10;10;10;10;;;;;;;;;;;;;
Чиньяворык;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3,5;10;10;10;10;;;;;;;;4,9;4,9;4,9;4,9;4,9;
Шошка.;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11,85;11,85;11,85;11,85;11,85;;;;;;;;9,3;9,3;9,3;9,3;9,3;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;270,4;270,4;;;174;;;;41,89;82;119,8;109,5;151,8;151,8;151,8;151,8;155,1;
Грива;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;8,2;8,2;;8,2;8,2;;;;10,4;8,2;6;6;6;6;6;6;7,5;
Кажым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;78;78;;;;;;;;;21,8;21,8;21,8;21,8;21,8;21,8;21,8;
Койгородок;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;105;105;;105,4;105,8;;;;12,5;42,9;40;40;42,9;42,9;42,9;42,9;42,9;
Койдин;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;;15;15;;;;2,49;2,49;2,5;2,5;19,4;19,4;19,4;19,4;19,4;
Ком ( до 1 января 2020 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;3;3;;;;;;;;1,5;4,2;4,2;4,2;4,2;;;;
Кузьёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;12;12;;12;12;;;;;5,45;5,5;5,5;5,5;5,5;9,7;9,7;9,7;
Нижний Турунъю (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;13,1;13,1;;13;8;;;;10;;;;;;;;;
Нючпас (до 1 января 2023 г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;15;15;;;15;;;;;15;15;15;15;15;15;15;;
Подзь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;10;10;;;10;;;;2;2;10;10;10;10;10;10;11,8;
Ужга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;11,1;11,1;;;;;;;4,5;4,5;4,5;4,5;27;27;27;27;42;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;305,51;449,37;424,56;252,96;265,97;;;;263,6;263,6;263,6;261,1;338,8;265;265;265;228,1;
Богородск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;24;24;24;24;24;;;;17,18;17,2;17,2;17,2;20,7;20,7;20,7;20,7;12,2;
Большелуг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;33;33;33;15,2;15,2;;;;;11,7;11,7;11,7;11,7;11,9;11,9;11,9;12,2;
Вомын;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9;8,86;8,86;8,86;8,86;;;;;9;9;7,9;7,9;5,8;5,8;5,8;5,8;
Додзь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;17,4;17,4;17,4;17,4;17,4;;;;;18,9;18,9;18,8;18,8;18,8;18,8;18,8;18,8;
Керес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;32,2;32,2;32,2;32,2;32,2;;;;;13,1;13,1;13,1;13,1;13,1;13,1;13,1;12,5;
Корткерос;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;22,7;22,7;22,7;22,7;22,7;;;;22,9;22,8;22,8;22,8;22,8;22,8;22,8;22,8;26;
Намск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,5;7,5;7,5;7,5;7,5;;;;;;;6,6;9;8;8;8;6,3;
Маджа;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9,8;9,8;9,8;9,8;9,8;;;;15,98;15,98;16;8,8;15,2;12,7;12,8;12,8;9,8;
Мордино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;19,9;19,9;22;22;22;;;;;;22;22;22;22;22;22;18,1;
Нёбдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;16,3;12,92;12,92;7,39;7,46;;;;15,54;15,54;14,1;14,7;14,7;14,7;14,7;14,7;14,7;
Нившера;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;26;110;110;110;110;;;;26,46;26,46;27,7;24,9;24,9;24,9;24,9;24,9;16,6;
Пезмег;;;;;;;;;;;;;;;;;;;
